temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
42,63,30.3,4.1,6.01,181,183,9.7,0.312
42.1,63,30.3,3.92,5.76,186,188,8.9,0.2788
41.9,65,31,3.62,5.76,186,188,8.2,0.2456
41.3,68,31.7,2.43,4.62,171,175,7.5,0.2123
39.6,75,32.2,1.92,4.54,152,166,4.8,0.1791
39.1,81,33.6,2.28,4.65,151,161,4.3,0.1715
38.9,84,34.4,2.52,5.26,146,159,4.6,0.1896
38.9,90,36.3,2.61,5.73,148,155,5.2,0.2077
39.3,93,37.3,2.46,5.55,153,157,4.9,0.2258
40,93,38.2,2.58,5.55,144,152,4.8,0.2439
40.7,94,39,2.3,5.32,124,139,4.8,0.262
41.9,94,40.2,2.56,5.66,129,135,6.6,0.2801
43.1,95,41.7,3.28,6.65,128,133,6.3,0.2982
44,96,42.9,3,6.13,150,152,6.3,0.3163
44.2,97,43.3,2.84,5.56,170,172,5.6,0.3344
44.1,97,43.4,2.86,5.51,192,196,5.3,0.3525
44.5,98,43.8,3.09,5.95,209,209,5.4,0.3454
45.9,96,44.7,3.39,6.22,225,224,5.8,0.3132
46.9,95,45.6,4.14,6.76,217,218,8,0.281
48.3,93,46.5,4.31,7.14,224,226,8.5,0.2488
49.9,89,46.8,4.46,6.51,228,226,9.1,0.2165
51.8,86,47.7,4.61,6.54,240,241,9.3,0.1843
52.2,85,47.9,3.94,6.09,246,247,9.4,0.1521
52.1,87,48.5,2.92,4.46,218,222,7.8,0.1304
51,93,49.2,2.36,4.26,216,219,5.7,0.1194
51.1,94,49.3,2.2,4.22,210,216,4.5,0.1083
50.6,96,49.4,1.43,3.45,245,240,4.2,0.0973
50.1,96,49.2,1.61,3.93,277,277,6.1,0.0862
49.7,97,48.8,2.01,4.48,297,294,6.2,0.0752
49,97,48.3,2.43,5.14,279,277,8.1,0.0925
48.7,99,48.3,2.21,4.49,288,291,7.7,0.1381
48.3,98,47.6,3.26,5.88,297,302,8.1,0.1838
47.4,96,46.5,2.62,4.95,313,317,9.4,0.2294
46.3,97,45.5,3.04,5.5,333,333,5.7,0.275
44.4,94,42.9,2.25,4.85,339,338,9.7,0.3206
42,97,41.1,2.77,6.09,334,337,4.7,0.3662
42,97,41.1,3.08,6.38,324,328,5.8,0.4119
42.4,96,41.4,2.69,5.66,315,318,5.6,0.4575
42.6,96,41.4,3.05,5.97,319,320,5.8,0.5031
41.1,98,40.5,2.84,5.86,321,323,5.8,0.5488
40.7,96,39.7,3.33,6.47,327,328,6.2,0.5602
40.2,96,39.2,2.8,6.13,325,326,6.6,0.5375
40.4,89,37.4,4.05,7.32,320,321,7.5,0.5149
42,78,35.7,3.4,5.6,317,319,8.1,0.4922
43.9,65,33,5.44,8.08,324,324,11.9,0.4695
44.4,63,32.5,5.05,7.29,326,327,11.6,0.4468
44.5,59,31,4.52,6.55,325,326,10.8,0.4242
44.7,57,30.5,4.6,6.55,326,326,10.3,0.3786
44.5,54,28.9,4.03,5.87,330,330,10.1,0.3101
44.5,52,27.8,3.4,4.83,336,336,9,0.2416
43.9,52,27.5,2.57,3.81,347,346,7.6,0.1731
40.6,69,31.2,1.32,3.21,9,5,5.5,0.1046
37.5,77,30.8,1.91,3.35,43,27,2.6,0.0361
38.8,69,29.4,1.3,1.63,4,11,2.6,0.0063
35.8,80,30.3,0.58,0.45,239,333,1.6,0.015
35.1,85,31.2,1.22,1.96,279,345,1.9,0.0238
37.4,78,31.1,2.51,5.49,29,33,4,0.0325
36.7,85,32.5,2.01,5.08,27,36,4.1,0.0412
37.1,83,32.3,2.13,4.74,41,44,3.5,0.05
37.2,86,33.5,1.63,3.72,47,59,3.1,0.0587
37.9,85,33.7,1.17,2.82,20,67,2.1,0.0675
39,79,33,1.64,3.57,38,72,2.7,0.0763
39.8,77,33.2,1.86,4.36,54,81,3.2,0.085
40.2,77,33.8,2.02,4.8,70,89,3.7,0.0938
39.7,80,34,2.28,5.33,75,84,4,0.1094
39.4,81,33.9,2.14,5.14,101,103,4.1,0.1319
39.9,81,34.4,2.1,5.02,93,103,3.7,0.1545
43.1,73,35.1,3.03,5.1,98,101,5.7,0.177
43.8,69,34.3,4.23,6.44,97,96,8.7,0.1996
44.2,72,35.7,5.22,7.73,94,95,11,0.2221
44.2,73,36,4.88,7.32,101,100,11.1,0.2447
44.4,72,35.9,4.22,6.25,95,97,10.3,0.3109
43.6,77,37,4.9,7.61,90,92,9.5,0.4209
44.9,72,36.5,5.06,7.92,99,100,10.7,0.5308
45.1,72,36.6,4.87,8.37,99,102,10.2,0.6408
44.8,77,38.2,5.32,9.33,106,107,10.6,0.7507
44,83,39.2,5.44,9.71,107,110,10.5,0.8607
43.3,87,39.8,5.25,9.43,121,122,10.9,0.8919
43.1,89,40.2,4.19,7.86,130,132,10.2,0.8444
43.3,89,40.2,4.39,8.03,139,141,8.5,0.7969
43.7,90,40.9,3.56,6.82,142,145,8.4,0.7495
44,93,42,2.58,5.64,144,150,6.6,0.702
44.7,94,43.1,2.34,5.34,160,167,4.7,0.6545
46.1,95,44.7,3,6.22,178,185,5.3,0.6071
47.7,96,46.6,3.1,6.22,201,204,5.7,0.5596
48.5,97,47.6,2.55,5.33,206,210,5.6,0.5121
49.1,97,48.3,2.38,4.98,195,202,4.5,0.4646
50,97,49.2,2.6,4.37,196,200,4.8,0.4172
50.1,97,49.4,2.31,4.1,175,180,4.8,0.3774
50.2,98,49.8,2.11,4.1,175,181,4.7,0.3452
51.2,98,50.7,2.72,4.71,174,176,5.1,0.3131
52.8,98,52.3,3.04,5.47,189,189,5.6,0.2809
54.4,97,53.7,3.96,6.48,196,197,7.4,0.2488
54.4,98,53.8,3.9,7.24,203,206,7.5,0.2167
56.2,96,55.2,3.38,5.94,236,234,7.6,0.1845
58.2,92,55.9,3.54,5.3,227,226,7.3,0.1916
60,91,57.3,3.54,6.22,209,208,11.9,0.238
58.7,95,57.3,2.58,5.11,216,211,13,0.2843
56.8,98,56.4,2.8,5.1,305,305,12.7,0.3307
52.5,98,51.9,3.71,7.06,284,286,18.5,0.377
51.9,95,50.6,4.51,8.01,283,286,8.7,0.4234
50.2,94,48.7,5.15,8.77,294,296,9,0.4603
48.5,93,46.6,4.74,7.93,298,299,10.4,0.4879
46.7,91,44.3,4.22,7.32,306,309,9.4,0.5154
45.6,91,43,3.31,5.96,299,305,8.3,0.5429
44.1,94,42.4,3.16,6.04,288,297,6.4,0.5704
44.7,91,42.4,4.05,7.08,310,312,7.9,0.598
44.7,92,42.4,3.82,6.54,317,321,8.2,0.6255
44,89,41.1,4.18,6.89,339,341,7.9,0.653
41.7,82,36.6,4.92,8.03,347,346,9.8,0.6806
39.9,78,33.5,4.71,7.72,343,343,9.8,0.7081
38.9,75,31.8,4.48,7.48,336,337,9.4,0.7356
38.3,73,30.3,3.94,6.98,330,331,8.9,0.7319
37.3,72,29.1,4.39,7.52,317,319,8.2,0.6969
37.5,69,28.2,3.48,6.22,321,323,8.7,0.6619
38.1,63,26.5,4.85,7.27,328,328,10.6,0.6269
39.1,58,25.7,4.69,6.8,326,327,10.2,0.5919
39.9,55,24.9,4.58,6.55,328,329,10.2,0.5569
40.6,54,25.4,3.64,5.11,328,329,10,0.5219
41.4,53,25.8,3.47,4.91,327,327,8.5,0.4897
41.7,52,25.4,3.18,4.38,332,333,8.3,0.4602
41.5,52,25.1,2.8,3.88,325,325,7.6,0.4308
40.9,52,24.8,2.69,3.89,318,318,6.6,0.4013
39.4,58,26,1.44,3.19,326,328,5.9,0.3719
38.5,57,24.7,0.91,1.58,6,342,2.7,0.3424
35.2,74,27.7,1.06,1.42,139,129,1.4,0.313
33.8,74,26.5,2.24,2.77,170,167,3.5,0.2835
32.9,75,25.8,1.82,3.21,189,184,3.7,0.2541
33,75,26,1.57,2.94,207,198,2.8,0.2246
34.4,73,26.7,1.63,2.28,223,218,3,0.1952
32.9,81,27.6,2.28,2.88,241,236,3.1,0.1657
32.4,84,28.1,2.28,3.77,255,248,3.5,0.1363
31.9,86,28.2,1.81,3.91,276,266,3.4,0.1068
30.9,87,27.6,2.14,3.97,307,311,3.4,0.0774
31.3,85,27.5,2.14,4.63,349,354,3.2,0.0479
31.1,85,27.1,2.41,5.22,355,356,3.7,0.0185
32.7,81,27.6,1.71,4.34,353,352,3.8,0.0035
29.3,90,26.6,1.88,3.42,335,345,3,0.0031
32.1,82,27.2,2.06,3.7,331,341,3.6,0.0027
37.2,66,27,1.21,2.53,336,342,3.4,0.0023
39.9,57,26,2.16,2.89,347,346,5.3,0.0019
41.7,54,26.5,2.85,3.98,342,342,6.9,0.0015
43.8,50,26.3,2.42,3.31,330,331,7.1,0.0011
44.3,49,26.4,2.75,3.69,327,327,6.6,0.0075
44.3,46,24.9,2.5,3.36,323,323,6.7,0.0207
43.8,47,24.9,2.9,3.97,316,319,6.7,0.0338
41.9,53,25.8,2.98,4.46,310,312,6.9,0.047
38.1,73,30.3,1.79,2.42,297,308,6.4,0.0602
38.5,60,25.9,0.95,1.36,288,287,2.2,0.0733
35,81,29.7,1.84,2.33,319,301,1.7,0.0865
34.8,82,30,1.49,1.84,318,315,2.1,0.0997
35.1,78,29.1,1.12,1.58,280,305,1.9,0.1128
32.7,87,29.2,1.3,2.01,266,276,2,0.126
32.5,86,28.8,1.99,3.41,288,302,2.9,0.1391
31.9,86,28.3,2.28,4.35,322,337,3.6,0.1523
31.7,87,28.4,1.84,4.03,315,330,3.4,0.1655
31,89,28.1,2.31,4.58,288,306,3.7,0.1786
30,90,27.3,2.51,5.73,293,299,4,0.1918
29.4,91,26.9,2.79,6.13,291,294,4.8,0.2049
28.4,92,26.4,2.42,5.6,277,286,4.7,0.2181
27.3,93,25.6,2.15,4.81,248,274,3.9,0.2431
25.9,94,24.5,2.14,4.66,217,255,3.7,0.2799
26.7,90,24,2.52,5.02,214,247,4.4,0.3167
31.4,74,24.1,2.27,4.7,229,241,5,0.3534
35.7,65,24.9,3.38,4.99,236,237,7.4,0.3902
38.3,58,24.6,3.98,5.78,245,247,9,0.427
40.5,50,23.5,4.25,6,246,246,9.5,0.4638
42.1,48,23.6,4.34,6.17,244,243,9.7,0.4673
43.1,47,24.4,4.25,6.13,243,244,9.7,0.4374
43.3,49,25.4,4.08,6.05,239,239,9.3,0.4076
42.6,54,27.2,3.58,5.87,240,240,8.8,0.3777
39.2,66,28.6,2.42,5.59,240,241,7.2,0.3479
36.1,75,28.9,2.76,6.24,226,238,4.5,0.318
36.2,76,29.4,3.05,6.87,221,228,5,0.3143
35.6,77,29.2,2.83,6.74,222,229,5.3,0.3368
34.7,79,28.9,2.97,6.91,228,239,5.3,0.3592
33.9,81,28.7,3.04,7.02,243,253,5.3,0.3817
33,85,28.8,2.82,6.61,247,260,5.4,0.4041
32.1,88,28.8,2.69,5.99,239,255,5,0.4266
31.6,90,28.9,2.62,5.76,230,250,4.7,0.449
31.4,90,28.9,2.75,5.89,213,230,4.9,0.4714
31.5,90,29,2.97,6.36,213,225,5.4,0.4939
31.9,89,29.1,3,6.51,210,224,5.5,0.5163
32.6,88,29.4,2.87,6.3,209,222,5.6,0.5388
33.8,85,29.6,2.97,6.23,213,222,5.4,0.5793
35.1,81,30,3.72,7.22,211,217,6.3,0.6379
36,78,29.8,4.22,8.05,202,207,8.1,0.6965
38.6,72,30.4,4.65,8.05,205,208,9,0.7552
41.4,65,30.6,5.63,8.91,213,215,11.5,0.8138
43.1,60,30.2,6.51,10.11,224,224,13.2,0.8724
42.9,59,29.6,6.44,10.13,228,229,13.5,0.931
41.6,65,30.7,7.11,11.54,242,243,14.2,0.9578
38.5,88,35.3,7.62,11.92,266,267,16.2,0.9527
35.6,93,33.9,5.4,8.92,269,274,15.3,0.9477
34.6,84,30.2,6.65,10.72,286,288,13.2,0.9426
31,74,23.5,7.1,11.8,305,306,14.5,0.9376
28.8,67,19.3,6.55,10.88,304,306,14.3,0.9325
26.7,52,11.3,7.18,11.64,309,310,13.4,0.9231
23.9,53,9,6.58,11.06,306,307,14.6,0.9092
21.7,61,10.3,6.37,10.61,312,313,13.4,0.8953
20.4,62,9.4,5.73,10.19,316,317,12.8,0.8814
19.6,63,9,5.25,9.34,310,313,12,0.8675
19.2,62,8.1,4.77,8.61,303,309,9.5,0.8536
19.2,55,5.6,4.96,8.46,304,309,9.9,0.8397
19.1,53,4.6,4.74,8.16,305,311,9.9,0.8258
18.9,52,4.2,4.76,8.2,309,314,9.6,0.8119
18.6,53,4.3,4.76,8.2,309,315,9.6,0.798
18.6,56,5.5,4.6,8.11,314,321,9.5,0.7841
18.1,56,5.1,4.97,8.41,320,325,9.3,0.7569
18.8,49,2.7,6.05,9.44,329,332,9.4,0.7163
19.3,50,3.7,4.84,7.41,322,328,11.8,0.6757
20.9,45,2.8,4.97,7.62,345,346,10.4,0.6352
22.1,40,1.5,5.02,7.42,355,356,11,0.5946
22.9,40,2.3,4.83,7.12,354,356,11.1,0.554
23.9,37,1.3,4.32,6.2,355,358,10.3,0.5134
24.5,37,1.7,4.01,5.7,356,358,9.6,0.4538
24.8,36,1.8,3.57,5.14,349,353,9,0.3751
25,38,2.8,3.35,4.75,10,8,8,0.2964
24.9,40,3.7,2.71,3.92,4,6,7.6,0.2177
24.1,44,5.1,1.89,2.97,328,340,6.1,0.139
23.4,47,6.3,2.3,3.71,268,297,4.1,0.0603
21.6,53,7.2,2.31,3.63,265,278,4.2,0.0255
20.4,59,8.1,2.6,4.26,268,279,5,0.0345
19.5,63,8.7,2.15,3.77,292,302,5,0.0435
18.7,66,9.2,2.28,3.91,322,328,4.2,0.0526
19.5,63,9.1,1.88,3.36,335,337,4.2,0.0616
19.8,64,9.6,1.3,1.94,337,348,3.6,0.0706
19.1,69,10.7,1,1.08,307,22,2.7,0.0797
18.3,76,12,2.22,2.91,216,207,3.8,0.0887
17.4,73,10.2,2.53,5.19,198,199,4.8,0.0977
17.1,73,9.9,2.37,4.83,208,204,4.2,0.1068
18.3,69,9.7,2.25,4.85,201,202,4,0.1158
18,70,9.7,2.04,4.56,191,195,3.6,0.1567
17,75,10.5,2.04,5.87,169,171,4.5,0.2296
19.5,69,10.9,3.08,6.72,144,150,5,0.3025
27.1,57,13.9,3.22,6.44,126,136,6,0.3753
31.1,53,15.9,4.74,6.96,145,148,10,0.4482
31.9,57,18.2,4.74,7.02,162,163,10.6,0.521
31.9,56,17.7,4.84,7.25,162,165,10.2,0.5939
33.3,49,16.2,4.67,6.87,170,172,10.8,0.6072
33.5,48,15.8,4.2,6.2,168,170,10.1,0.5609
34.1,48,16.6,4.05,6.16,164,167,9.1,0.5146
33.7,49,16.6,3.04,5.14,171,173,8.5,0.4683
31.6,53,16.6,2.52,5.32,173,176,6,0.422
30.8,55,16.6,2.53,5.41,171,177,4.6,0.3757
30.7,58,17.7,3.04,5.91,171,176,5.7,0.3437
30.6,56,16.9,2.84,5.84,170,173,5.9,0.3262
30.6,56,16.7,2.92,5.8,174,179,5.8,0.3087
30,59,17.3,2.7,5.54,180,187,5.8,0.2912
29.7,61,17.8,2.43,5.29,189,195,5.2,0.2736
30.1,59,17.7,2.13,4.61,221,221,4.6,0.2561
30.1,60,17.9,1.94,4.4,235,231,4.2,0.2386
30,62,18.5,1.48,3.8,242,243,3.6,0.221
30,62,18.6,1.36,3.52,216,235,2.7,0.2035
30.1,62,18.6,1.61,3.82,210,227,2.9,0.186
30.3,62,18.7,1.79,4.04,207,222,3.3,0.1685
30.4,62,18.9,1.79,4.26,207,219,3.3,0.1608
30,65,19.7,1.64,3.58,232,243,3.3,0.1631
30.3,65,19.9,1.84,3.72,225,239,3,0.1654
32.1,61,20.2,1.64,3.55,232,238,3.6,0.1676
33.2,60,20.9,1.42,2.58,231,234,3.6,0.1699
34.3,60,21.8,1.08,1.72,236,234,3.2,0.1721
35,60,22.6,0.94,1.36,238,234,2.7,0.1744
35.7,61,23.4,0.81,1.08,240,236,2.5,0.1767
37,60,24.4,0.72,1.06,236,229,2.7,0.1789
37.3,63,25.7,0.64,0.92,231,229,2.3,0.1812
36.2,78,30,0.5,1.17,217,211,1.9,0.1835
34.8,72,26.8,0.67,1.14,243,218,1,0.1857
33.5,80,27.9,0.67,1.17,207,200,0.9,0.188
31.9,90,29.2,1.3,2.92,270,276,1.2,0.1903
31.9,93,30,1.52,3.1,247,268,2.5,0.1925
31.7,94,30.3,1.77,3.67,286,287,2.9,0.1948
31.1,95,29.9,2.11,4.44,301,306,3.6,0.1971
31.3,94,29.8,1.9,4.12,288,309,3.8,0.1993
31.3,95,30.2,1.81,3.86,276,307,3.1,0.2016
31.4,96,30.5,1.92,4.16,279,305,3.2,0.2039
31.1,96,30.2,2.37,5.02,298,314,4,0.2061
30.8,95,29.6,2.64,5.62,307,321,4.5,0.2084
30.7,93,29,2.34,5.3,310,324,4.6,0.2107
30.3,94,28.7,2.58,5.52,306,316,4.3,0.2129
30.8,95,29.6,1.99,4.5,288,307,4.4,0.2016
32.2,98,31.7,2.11,4.7,275,297,3.4,0.1767
33.4,98,32.8,2.1,4.3,273,295,3.9,0.1518
35.7,92,33.6,2.24,3.48,280,288,4.7,0.1269
37.4,88,34,2.24,3.23,280,286,5.2,0.102
39.3,75,32.1,2.28,3.07,285,289,5.4,0.0771
40.2,68,30.3,3.1,4.35,291,293,6.9,0.0521
39.4,70,30.6,3.22,4.7,296,297,7.2,0.0429
39.6,66,29.1,2.78,4.17,300,300,6.9,0.0494
40,63,28.5,2.82,4.2,293,295,6.3,0.0559
39.3,68,29.4,1.53,2.69,281,285,5.9,0.0624
37.3,76,30.5,0.98,2.3,246,268,3.1,0.0689
36.7,79,30.8,1.36,2.02,216,250,2.2,0.0754
35.3,79,29.5,1,1.52,217,247,2.1,0.0819
35.3,80,29.9,1.25,1.86,209,216,2.1,0.0884
34.9,83,30.2,1.17,2.3,211,214,1.9,0.0948
35.2,82,30.3,1.24,2.73,194,208,2.2,0.1013
35.1,84,30.8,1,2.85,186,198,2,0.1078
34.8,85,30.8,0.95,2.71,162,184,1.8,0.1143
34.8,84,30.4,1.1,2.43,175,189,1.7,0.1208
34.1,87,30.5,1.02,2.16,191,214,1.7,0.1273
33.5,88,30.4,1.26,2.2,198,231,1.9,0.1338
32.1,93,30.3,1.64,2.68,218,243,2.6,0.1403
31.3,95,30.1,2,2.94,233,260,3.2,0.1468
30.3,98,29.7,1.97,2.9,246,272,3.2,0.1393
28.3,100,28.3,1.48,2.81,242,274,3.2,0.1179
28.8,100,28.7,2.15,2.69,242,255,3.5,0.0965
33.5,90,30.8,1.53,3.11,238,237,3.7,0.0752
38.8,76,32,1.41,2.12,225,225,4.1,0.0538
41.6,68,31.8,1.89,2.61,212,212,5.2,0.0324
43.6,61,31.1,2.24,3.09,207,205,5.9,0.011
44.8,58,30.9,2.56,3.42,201,201,6.4,0.0692
45.6,57,31.2,2.53,3.57,198,198,6.5,0.2071
45.7,57,31.4,2.51,3.51,185,185,6.3,0.345
44.6,61,32,2.21,4.03,162,166,5.7,0.4828
40.2,72,32,2.48,5.55,140,152,4.5,0.6207
37.7,79,31.9,3.22,7.15,150,160,5.4,0.7586
37.1,78,30.8,3.61,7.73,166,170,6.6,0.8256
36,79,30.2,3.59,7.74,167,174,6.6,0.8218
36,81,30.9,3.81,7.9,177,181,7.1,0.818
37.1,82,32.2,3.91,7.6,176,181,7.5,0.8142
37.2,84,32.9,4.2,7.9,177,181,7.9,0.8104
37.1,87,33.7,4.3,8.35,183,186,8.3,0.8066
37.7,86,33.9,4.2,8.22,180,183,8.3,0.8028
38.1,85,33.9,4.4,8.44,183,185,8.5,0.7989
38.7,82,33.7,4.6,8.65,182,186,8.9,0.7951
39,78,32.8,5,9.2,179,182,9.8,0.7913
39,75,31.8,4.28,8.1,191,189,9.8,0.7875
38.9,75,31.7,3.7,7.11,178,183,8.3,0.7918
38.6,81,33.2,4.63,8.78,166,172,8.1,0.804
38.9,79,33,5.02,9.17,167,173,9.7,0.8163
39.4,77,32.8,5.66,10,159,164,11.2,0.8286
40.5,75,33.3,4.88,9.02,165,167,11.2,0.8409
40.8,75,33.5,4.41,8.81,167,171,10.4,0.8531
41.6,73,33.5,4.4,7.4,179,181,8.8,0.8654
41.4,73,33.4,4.74,7.92,173,176,9.8,0.8722
40.5,77,33.9,5.48,9.26,165,169,10.7,0.8736
39.3,87,35.8,6.2,10.81,179,178,12.3,0.8749
37.5,95,36.4,5.71,9.13,184,184,12.6,0.8763
38.4,95,37.2,5.52,9.66,185,187,11.6,0.8777
39.7,94,38.1,5.43,9.56,193,193,10.9,0.879
40.6,97,39.8,5.66,9.83,212,211,10.9,0.8841
41.8,98,41.3,5.47,9.36,220,221,11.2,0.8929
42.8,99,42.5,5.28,9.1,233,234,10.7,0.9017
43.8,97,42.9,6.66,10.76,262,264,12.9,0.9105
42.2,96,41.2,6.81,11.02,273,274,14.8,0.9193
41.1,97,40.3,6.4,10.6,270,271,14.4,0.9281
39.9,92,37.6,7.5,12.5,270,271,15.1,0.9369
39.3,90,36.5,7.12,12.01,266,267,15.1,0.9457
38.6,88,35.3,6.86,11.45,262,264,14.2,0.9545
37.2,86,33.5,7.03,11.83,265,266,14.3,0.9634
37.4,82,32.4,6.84,11.53,264,266,14.1,0.9722
37.4,81,32.1,7.11,11.8,267,270,14.3,0.973
37.6,82,32.8,7.25,12.34,285,287,14.3,0.966
37.2,84,32.7,7.08,11.81,289,291,15.4,0.9589
37.1,84,32.7,6.84,11.32,295,298,14.2,0.9519
37.1,81,31.8,6.35,10.38,298,302,14,0.9448
37.4,74,29.7,7.37,11.4,312,313,14.7,0.9378
37.3,70,28.3,6.52,10.11,311,314,14.6,0.9307
37.5,66,27.4,6.72,10.32,313,315,14.2,0.8778
37,65,26.2,6.29,9.76,314,315,13.8,0.7791
36.7,63,25.3,6.01,9.43,317,319,12.7,0.6803
36.3,62,24.3,5.22,8.32,324,325,12.3,0.5816
35.2,64,24.1,4.21,7.25,332,332,10.4,0.4828
34.1,66,23.8,3.5,6.49,329,331,8.5,0.3841
34.1,68,24.5,3.22,5.95,334,335,7,0.3373
33.5,68,24,3.53,6.4,335,335,7,0.3426
32.3,70,23.5,3.18,5.92,336,338,7.1,0.3479
31.6,71,23.2,2.55,5.02,315,329,6.2,0.3532
31.3,71,23.1,2.89,5.16,284,302,5.6,0.3584
31.2,71,22.9,3.37,5.96,282,293,6.7,0.3637
31.2,72,23.1,2.42,4.58,294,306,6.7,0.369
30.8,75,23.9,1.6,3.61,356,3,4.7,0.3743
29.5,76,23.1,1.57,2.97,333,20,2.8,0.3795
27.4,84,23.1,0.71,1.82,278,9,2,0.3848
26.8,86,23.2,1.32,1.75,279,347,2.4,0.3901
25.7,89,23,2.14,2.42,281,308,3.6,0.3954
27.1,87,23.8,1.08,1.7,292,320,3.8,0.4007
26.9,90,24.3,0.22,0.41,207,104,1.5,0.4059
30.5,79,24.8,1.27,2.97,135,135,3.1,0.4112
33.6,68,24.3,2.38,3.49,158,156,5.4,0.4165
35.2,66,24.9,3.4,4.92,166,167,7.6,0.4218
35.4,63,24.2,3.67,5.32,163,164,7.8,0.427
35.9,59,23.1,4.05,6.14,160,161,8.5,0.4642
36.4,61,24,4.71,7.33,168,169,9.5,0.5332
38,64,27,4.9,7.55,168,169,10.4,0.6022
38.3,69,28.8,4.3,7.41,168,170,10.2,0.6712
36.6,74,29.2,3.81,7.61,166,170,8.7,0.7402
35.9,78,29.7,4.04,7.94,171,174,7.6,0.8092
36.3,79,30.4,5.53,9.91,167,171,9.1,0.8159
37.1,76,30.3,5.65,10.38,167,169,11.5,0.7603
38.3,73,30.3,5.5,10.21,178,177,11.2,0.7046
38.8,74,31.3,5.64,10.42,173,177,11,0.649
39.6,75,32.3,5.74,10.35,173,174,11.3,0.5933
39.1,85,34.8,5.5,10.2,179,181,11.6,0.5377
39.2,86,35.3,4.74,8.73,222,220,13.8,0.482
39.2,87,35.7,5,9.08,196,197,15.6,0.4263
39.3,88,36.2,5.14,9.44,193,195,13.4,0.3707
40,87,36.5,4.87,8.77,199,201,10,0.315
40.4,88,37.3,4.16,7.6,204,207,9.3,0.2594
40.5,91,38,3.31,6.4,205,209,7.8,0.26
40.1,95,38.6,2.64,5.38,217,227,6,0.3167
40.3,95,39.1,2.97,5.75,213,220,5.4,0.3735
41.5,95,40.1,2.01,3.91,207,220,5.4,0.4303
42.9,92,40.8,1.8,2.75,251,251,5.6,0.4871
43.7,89,40.6,1.75,2.4,283,287,4.2,0.5438
43.5,90,40.6,1.41,2.05,315,317,5.9,0.6006
42.9,92,40.8,1.52,2.42,23,24,3.3,0.6574
42,95,40.7,3.04,4.92,27,27,5.8,0.7142
40.6,97,39.8,3.26,5.63,18,20,6.6,0.771
39.7,97,38.8,4.1,7.31,359,2,7.9,0.8277
36.5,99,36.2,5.12,8.01,354,357,10.5,0.8845
34.7,100,34.6,4.65,9.07,341,346,9.9,0.9413
34,100,33.9,4.3,8.93,335,344,9.2,0.9674
34.7,100,34.6,4.88,9.63,325,336,9.2,0.9628
35.9,94,34.5,6.1,10.36,342,345,12.3,0.9582
36.1,93,34.3,5.7,9.77,338,342,12.3,0.9536
36,92,34,6.07,10.34,327,332,12.2,0.949
36,90,33.3,6.56,11.15,322,327,12.9,0.9444
35.4,90,32.9,6.87,11.59,318,321,14,0.9398
35,87,31.6,7.22,12.17,313,316,14.4,0.9352
34.7,82,29.8,7.08,11.88,312,314,14.7,0.9306
33.9,80,28.5,6.3,10.68,313,315,14.3,0.926
32.8,89,29.8,4.97,8.71,300,304,12.6,0.9214
33.8,78,27.6,5.87,9.93,300,302,11.7,0.9043
33.6,72,25.6,5.46,9.14,296,300,12.2,0.8747
33,77,26.6,4.78,8.19,290,294,11,0.8452
33.4,72,25.2,5,8.01,290,294,9.8,0.8156
33.9,65,23.5,6.36,9.64,300,301,12.8,0.7861
34.3,64,23.4,5.99,9.12,296,297,12.9,0.7565
34.8,62,22.9,6.4,9.53,297,298,13.6,0.727
34.5,64,23.6,6.54,9.67,293,294,13.7,0.7023
34.9,61,22.8,6.28,9.31,292,294,13.7,0.6827
34.7,54,19.8,6.33,9.73,291,292,13.1,0.663
32.4,65,21.8,6.33,9.96,286,288,13.6,0.6433
31.9,62,20.3,5.12,8.61,282,285,12.3,0.6236
30.9,57,17.4,5.26,9.14,284,288,10.6,0.6039
29.5,68,20.2,5.66,9.3,287,289,10.6,0.5915
28.8,61,16.9,4.81,8.32,282,286,11.3,0.5863
27.1,63,16.1,4.73,8.54,283,286,9.8,0.5812
27.5,60,15.4,4.5,7.86,273,277,9.4,0.5761
26.9,65,16.6,4.46,7.71,261,267,9,0.5709
25.2,69,16.4,4.37,7.99,254,261,8.9,0.5658
24.4,70,16,4.37,8.22,254,260,8.6,0.5606
24.5,72,16.8,4.08,7.84,253,259,8.6,0.5555
24.3,75,17.4,3.68,7.3,248,257,7.7,0.5504
24.7,75,18,3.8,7.49,243,251,7.1,0.5452
26.2,74,19.1,3.44,6.66,234,244,7.3,0.5401
26.7,76,20.2,3.39,6.8,225,237,6.5,0.5393
28.9,79,23.1,4.24,8,227,233,7.5,0.5429
31.3,79,25.5,4.55,8.1,230,235,8.8,0.5465
33.1,78,27,3.75,8.11,222,231,8.9,0.5502
35.7,71,27.1,4.81,7.43,223,227,9.8,0.5538
38.3,61,26,4.89,7.39,229,230,10.6,0.5574
40.8,54,25.5,4.81,7.07,225,226,10.7,0.561
43.1,51,26,5.09,7.5,223,224,10.9,0.593
45,48,26.6,5.11,7.66,220,221,11,0.6533
45.6,48,27,5.12,7.96,219,219,10.8,0.7136
44.4,52,27.9,4.27,7.93,213,214,10.5,0.7739
41.9,57,27.7,4.48,8.8,209,212,8.6,0.8342
